Orders             Exp_profit          Exp_sales           Exp_lost_sales      Exp_leftover        Stockout_prob

     4091.27          219833.87             3016.59              120.58             1074.68                0.20



Scenario           Profit              Sales               Leftover_inv        demand
s440           114905.73                    1967.31             2123.96             1967.31
s441           -26754.00                     550.71             3540.56              550.71
s442           125352.31                    2071.78             2019.49             2071.78
s443           284080.90                    3659.06              432.21             3659.06
s444           302942.97                    3847.68              243.59             3847.68
s445           269018.99                    3508.44              582.83             3508.44
s446           272941.17                    3547.67              543.60             3547.67
s447           105173.38                    1869.99             2221.28             1869.99
s448           327301.63                    4091.27                0.00             4516.27
s449           327301.63                    4091.27                0.00             5292.89
s450           327301.63                    4091.27                0.00             4436.69
s451           190448.08                    2722.73             1368.54             2722.73
s452           107441.60                    1892.67             2198.60             1892.67
s453           315950.87                    3977.76              113.51             3977.76
s454           327301.63                    4091.27                0.00             5742.93
s455           327301.63                    4091.27                0.00             4437.46
s456            98277.96                    1801.03             2290.24             1801.03
s457           183473.63                    2652.99             1438.28             2652.99
s458           143400.98                    2252.26             1839.01             2252.26
s459            66181.12                    1480.07             2611.21             1480.07
s460           212745.79                    2945.71             1145.56             2945.71
s461           327301.63                    4091.27                0.00             4208.20
s462           116104.86                    1979.30             2111.97             1979.30
s463           327301.63                    4091.27                0.00             4166.14
s464           295648.77                    3774.74              316.53             3774.74
s465            64168.84                    1459.94             2631.33             1459.94
s466           233994.45                    3158.20              933.07             3158.20
s467            87125.38                    1689.51             2401.76             1689.51
s468           -65170.29                     166.55             3924.72              166.55
s469           -81825.41                       0.00             4091.27                0.00
s470           327301.63                    4091.27                0.00             4851.84
s471           316181.01                    3980.06              111.21             3980.06
s472           193923.61                    2757.49             1333.78             2757.49
s473           198996.65                    2808.22             1283.05             2808.22
s474            95719.31                    1775.45             2315.82             1775.45
s475           199711.93                    2815.37             1275.90             2815.37
s476           327301.63                    4091.27                0.00             5157.40
s477            31747.13                    1135.73             2955.55             1135.73
s478           308644.33                    3904.70              186.57             3904.70
s479           206421.28                    2882.47             1208.80             2882.47
s480           327301.63                    4091.27                0.00             4877.46
s481           115726.62                    1975.52             2115.75             1975.52
s482           144674.26                    2265.00             1826.27             2265.00
s483           314985.91                    3968.11              123.16             3968.11
s484           327301.63                    4091.27                0.00             5149.28
s485            -4097.50                     777.28             3313.99              777.28
s486            13980.46                     958.06             3133.21              958.06
s487           327301.63                    4091.27                0.00             4284.70
s488           250899.39                    3327.25              764.02             3327.25
s489           327301.63                    4091.27                0.00             5573.77
s490           327301.63                    4091.27                0.00             4540.77
