Orders             Exp_profit          Exp_sales           Exp_lost_sales      Exp_leftover        Stockout_prob       CVaR

     1155.39           90369.65             1134.77             2002.40               20.62                0.96            51197.70



Scenario           Profit              Sales               Leftover_inv        demand
s444            92431.33                    1155.39                0.00             3847.68
s445            92431.33                    1155.39                0.00             3508.44
s446            92431.33                    1155.39                0.00             3547.67
s447            92431.33                    1155.39                0.00             1869.99
s448            92431.33                    1155.39                0.00             4516.27
s449            92431.33                    1155.39                0.00             5292.89
s450            92431.33                    1155.39                0.00             4436.69
s451            92431.33                    1155.39                0.00             2722.73
s452            92431.33                    1155.39                0.00             1892.67
s453            92431.33                    1155.39                0.00             3977.76
s454            92431.33                    1155.39                0.00             5742.93
s455            92431.33                    1155.39                0.00             4437.46
s456            92431.33                    1155.39                0.00             1801.03
s457            92431.33                    1155.39                0.00             2652.99
s458            92431.33                    1155.39                0.00             2252.26
s459            92431.33                    1155.39                0.00             1480.07
s460            92431.33                    1155.39                0.00             2945.71
s461            92431.33                    1155.39                0.00             4208.20
s462            92431.33                    1155.39                0.00             1979.30
s463            92431.33                    1155.39                0.00             4166.14
s464            92431.33                    1155.39                0.00             3774.74
s465            92431.33                    1155.39                0.00             1459.94
s466            92431.33                    1155.39                0.00             3158.20
s467            92431.33                    1155.39                0.00             1689.51
s468            -6452.72                     166.55              988.84              166.55
s469           -23107.83                       0.00             1155.39                0.00
s470            92431.33                    1155.39                0.00             4851.84
s471            92431.33                    1155.39                0.00             3980.06
s472            92431.33                    1155.39                0.00             2757.49
s473            92431.33                    1155.39                0.00             2808.22
s474            92431.33                    1155.39                0.00             1775.45
s475            92431.33                    1155.39                0.00             2815.37
s476            92431.33                    1155.39                0.00             5157.40
s477            90464.71                    1135.73               19.67             1135.73
s478            92431.33                    1155.39                0.00             3904.70
s479            92431.33                    1155.39                0.00             2882.47
s480            92431.33                    1155.39                0.00             4877.46
s481            92431.33                    1155.39                0.00             1975.52
s482            92431.33                    1155.39                0.00             2265.00
s483            92431.33                    1155.39                0.00             3968.11
s484            92431.33                    1155.39                0.00             5149.28
s485            54620.08                     777.28              378.11              777.28
s486            72698.03                     958.06              197.33              958.06
s487            92431.33                    1155.39                0.00             4284.70
s488            92431.33                    1155.39                0.00             3327.25
s489            92431.33                    1155.39                0.00             5573.77
s490            92431.33                    1155.39                0.00             4540.77
s491            92431.33                    1155.39                0.00             3802.55
s492            92431.33                    1155.39                0.00             3135.32
s493            92431.33                    1155.39                0.00             3264.10
s494            92431.33                    1155.39                0.00             2123.96
s495            92431.33                    1155.39                0.00             2876.49
s496            92431.33                    1155.39                0.00             1770.73
s497            92431.33                    1155.39                0.00             3059.01
s498            92431.33                    1155.39                0.00             2886.80
s499            92431.33                    1155.39                0.00             3058.25
s500            92431.33                    1155.39                0.00             5004.41
s501            92431.33                    1155.39                0.00             3243.74
s502            92431.33                    1155.39                0.00             3776.77
s503            92431.33                    1155.39                0.00             1594.22
s504            92431.33                    1155.39                0.00             2048.33
s505            92431.33                    1155.39                0.00             3418.69
s506            92431.33                    1155.39                0.00             2862.68
s507            92431.33                    1155.39                0.00             5600.52
s508            92431.33                    1155.39                0.00             4239.73
s509            92431.33                    1155.39                0.00             1496.49
s510            92431.33                    1155.39                0.00             2137.57
s511            92431.33                    1155.39                0.00             2313.17
s512           -23107.83                       0.00             1155.39                0.00
s513            92431.33                    1155.39                0.00             4519.56
s514            92431.33                    1155.39                0.00             1913.62
s515            92431.33                    1155.39                0.00             1758.86
s516            92431.33                    1155.39                0.00             3420.47
s517            92431.33                    1155.39                0.00             2568.45
s518            92431.33                    1155.39                0.00             2663.48
s519            92431.33                    1155.39                0.00             4059.48
s520            92431.33                    1155.39                0.00             4541.30
s521            92431.33                    1155.39                0.00             2579.28
s522            92431.33                    1155.39                0.00             3507.74
s523            92431.33                    1155.39                0.00             2178.62
s524            92431.33                    1155.39                0.00             2473.42
s525            92431.33                    1155.39                0.00             5093.49
s526            92431.33                    1155.39                0.00             4286.58
s527            92431.33                    1155.39                0.00             4157.60
s528            92431.33                    1155.39                0.00             1474.42
s529            92431.33                    1155.39                0.00             2832.33
s530            92431.33                    1155.39                0.00             4563.53
s531            92431.33                    1155.39                0.00             4719.79
s532            92431.33                    1155.39                0.00             4085.64
s533            92431.33                    1155.39                0.00             3501.71
s534            92431.33                    1155.39                0.00             3799.83
s535            92431.33                    1155.39                0.00             1785.51
s536            92431.33                    1155.39                0.00             4811.28
s537           -13517.46                      95.90             1059.49               95.90
s538            92431.33                    1155.39                0.00             4215.52
s539            92431.33                    1155.39                0.00             3571.54
s540            92431.33                    1155.39                0.00             7522.15
s541            92431.33                    1155.39                0.00             2418.87
s542            92431.33                    1155.39                0.00             2627.18
s543            92431.33                    1155.39                0.00             2083.57
s544            92431.33                    1155.39                0.00             2867.76
s545            92431.33                    1155.39                0.00             5482.97
s546            92431.33                    1155.39                0.00             5798.91
s547            92431.33                    1155.39                0.00             3490.85
s548            92431.33                    1155.39                0.00             2517.71
s549            92431.33                    1155.39                0.00             2499.12
s550            92431.33                    1155.39                0.00             3184.53
s551            92431.33                    1155.39                0.00             2908.86
s552            92431.33                    1155.39                0.00             4173.97
s553            92431.33                    1155.39                0.00             3492.64
s554            92431.33                    1155.39                0.00             3513.33
s555            92431.33                    1155.39                0.00             2348.75
s556            92431.33                    1155.39                0.00             3154.30
s557            92431.33                    1155.39                0.00             2916.17
s558            92431.33                    1155.39                0.00             4101.17
s559            92431.33                    1155.39                0.00             2570.47
s560            92431.33                    1155.39                0.00             3411.39
s561            92431.33                    1155.39                0.00             1818.18
s562            92431.33                    1155.39                0.00             2746.09
s563            92431.33                    1155.39                0.00             3901.73
s564            92431.33                    1155.39                0.00             5689.53
s565            92431.33                    1155.39                0.00             1795.72
s566            92431.33                    1155.39                0.00             3905.11
s567            92431.33                    1155.39                0.00             3209.07
s568            92431.33                    1155.39                0.00             3262.45
s569            92431.33                    1155.39                0.00             3744.22
s570            92431.33                    1155.39                0.00             2669.39
s571            92431.33                    1155.39                0.00             3093.03
s572            92431.33                    1155.39                0.00             3383.19
s573            92431.33                    1155.39                0.00             1570.55
s574            92431.33                    1155.39                0.00             2561.43
s575            92431.33                    1155.39                0.00             2259.13
s576            92431.33                    1155.39                0.00             3750.27
s577            92431.33                    1155.39                0.00             2770.59
s578            92431.33                    1155.39                0.00             4654.49
s579            92431.33                    1155.39                0.00             4768.81
s580            92431.33                    1155.39                0.00             4351.39
s581            92431.33                    1155.39                0.00             1631.98
s582            92431.33                    1155.39                0.00             2966.82
s583            92431.33                    1155.39                0.00             5124.28
s584            92431.33                    1155.39                0.00             4248.87
s585            92431.33                    1155.39                0.00             3086.08
s586            92431.33                    1155.39                0.00             7593.80
