Orders             Exp_profit          Exp_sales           Exp_lost_sales      Exp_leftover        Stockout_prob       CVaR

     1612.68          124385.13             1566.39             1570.79               46.29                0.92            82725.06



Scenario           Profit              Sales               Leftover_inv        demand
s246           129014.02                    1612.68                0.00             2917.83
s247           129014.02                    1612.68                0.00             3164.90
s248           129014.02                    1612.68                0.00             3743.60
s249           129014.02                    1612.68                0.00             2192.11
s250           129014.02                    1612.68                0.00             3228.50
s251           129014.02                    1612.68                0.00             3137.31
s252           129014.02                    1612.68                0.00             1974.85
s253           129014.02                    1612.68                0.00             3177.52
s254           129014.02                    1612.68                0.00             2958.72
s255           129014.02                    1612.68                0.00             3797.97
s256           129014.02                    1612.68                0.00             2260.01
s257           129014.02                    1612.68                0.00             2799.87
s258           129014.02                    1612.68                0.00             2167.31
s259           129014.02                    1612.68                0.00             3846.63
s260           129014.02                    1612.68                0.00             4091.40
s261           129014.02                    1612.68                0.00             3766.87
s262           129014.02                    1612.68                0.00             2428.68
s263           129014.02                    1612.68                0.00             4661.93
s264           129014.02                    1612.68                0.00             2548.50
s265           129014.02                    1612.68                0.00             3791.74
s266           129014.02                    1612.68                0.00             2357.65
s267           129014.02                    1612.68                0.00             3115.42
s268           129014.02                    1612.68                0.00             2287.76
s269           129014.02                    1612.68                0.00             2850.69
s270           129014.02                    1612.68                0.00             2226.29
s271           129014.02                    1612.68                0.00             1769.15
s272           129014.02                    1612.68                0.00             2364.73
s273           129014.02                    1612.68                0.00             3440.59
s274           129014.02                    1612.68                0.00             1742.91
s275           129014.02                    1612.68                0.00             3860.64
s276           129014.02                    1612.68                0.00             3369.12
s277           129014.02                    1612.68                0.00             2755.49
s278           129014.02                    1612.68                0.00             2212.92
s279           129014.02                    1612.68                0.00             4132.07
s280           129014.02                    1612.68                0.00             4502.04
s281           129014.02                    1612.68                0.00             2430.41
s282           102880.92                    1351.34              261.33             1351.34
s283           129014.02                    1612.68                0.00             2255.18
s284           129014.02                    1612.68                0.00             4902.12
s285           129014.02                    1612.68                0.00             3755.93
s286           129014.02                    1612.68                0.00             3825.63
s287           129014.02                    1612.68                0.00             3136.01
s288           129014.02                    1612.68                0.00             2001.21
s289           129014.02                    1612.68                0.00             2671.57
s290           129014.02                    1612.68                0.00             4036.61
s291           129014.02                    1612.68                0.00             2077.26
s292           129014.02                    1612.68                0.00             3799.42
s293           129014.02                    1612.68                0.00             4098.48
s294           129014.02                    1612.68                0.00             3581.96
s295             3384.48                     356.38             1256.30              356.38
s296           129014.02                    1612.68                0.00             2184.20
s297           129014.02                    1612.68                0.00             4192.43
s298           129014.02                    1612.68                0.00             3642.28
s299           129014.02                    1612.68                0.00             3857.40
s300           129014.02                    1612.68                0.00             2991.40
s301           129014.02                    1612.68                0.00             4327.46
s302           129014.02                    1612.68                0.00             3547.91
s303           129014.02                    1612.68                0.00             2181.00
s304           129014.02                    1612.68                0.00             4400.82
s305           129014.02                    1612.68                0.00             2159.95
s306           129014.02                    1612.68                0.00             3287.67
s307            48119.47                     803.73              808.95              803.73
s308           129014.02                    1612.68                0.00             2469.33
s309            86341.15                    1185.95              426.73             1185.95
s310           129014.02                    1612.68                0.00             4643.70
s311           129014.02                    1612.68                0.00             3516.03
s312           129014.02                    1612.68                0.00             1909.51
s313           129014.02                    1612.68                0.00             2664.49
s314           129014.02                    1612.68                0.00             4877.15
s315           129014.02                    1612.68                0.00             3157.62
s316           129014.02                    1612.68                0.00             1971.40
s317           110652.19                    1429.06              183.62             1429.06
s318           129014.02                    1612.68                0.00             3712.37
s319           129014.02                    1612.68                0.00             2832.88
s320           129014.02                    1612.68                0.00             2097.44
s321           129014.02                    1612.68                0.00             3988.47
s322           129014.02                    1612.68                0.00             3661.53
s323           129014.02                    1612.68                0.00             4011.89
s324           129014.02                    1612.68                0.00             4058.98
s325           129014.02                    1612.68                0.00             3365.44
s326           129014.02                    1612.68                0.00             3238.29
s327            76764.23                    1090.18              522.50             1090.18
s328           129014.02                    1612.68                0.00             1819.31
s329           129014.02                    1612.68                0.00             3814.09
s330           129014.02                    1612.68                0.00             2375.67
s331           129014.02                    1612.68                0.00             5231.73
s332           129014.02                    1612.68                0.00             4741.49
s333           129014.02                    1612.68                0.00             4013.90
s334           129014.02                    1612.68                0.00             2009.74
s335           129014.02                    1612.68                0.00             2446.97
s336           129014.02                    1612.68                0.00             3625.91
s337           129014.02                    1612.68                0.00             3998.73
s338           129014.02                    1612.68                0.00             4242.66
s339           129014.02                    1612.68                0.00             3269.02
s340           129014.02                    1612.68                0.00             4716.48
s341           129014.02                    1612.68                0.00             3750.90
s342           129014.02                    1612.68                0.00             3309.51
s343           129014.02                    1612.68                0.00             2133.63
s344           116367.27                    1486.21              126.47             1486.21
s345           129014.02                    1612.68                0.00             3311.18
s346           129014.02                    1612.68                0.00             3535.61
s347           129014.02                    1612.68                0.00             3813.00
s348           129014.02                    1612.68                0.00             2619.32
s349           129014.02                    1612.68                0.00             2046.53
s350           129014.02                    1612.68                0.00             2852.78
s351           129014.02                    1612.68                0.00             3179.47
s352           129014.02                    1612.68                0.00             2601.50
s353           118723.12                    1509.77              102.91             1509.77
s354           129014.02                    1612.68                0.00             3823.64
s355           129014.02                    1612.68                0.00             3571.74
s356           129014.02                    1612.68                0.00             3875.39
s357           129014.02                    1612.68                0.00             4280.25
s358           129014.02                    1612.68                0.00             2852.04
s359           129014.02                    1612.68                0.00             4265.23
s360            50267.76                     825.21              787.46              825.21
s361           105283.86                    1375.37              237.30             1375.37
s362           129014.02                    1612.68                0.00             4491.66
s363           129014.02                    1612.68                0.00             2413.32
s364           129014.02                    1612.68                0.00             1933.66
s365           129014.02                    1612.68                0.00             3642.06
s366           129014.02                    1612.68                0.00             2738.89
s367           129014.02                    1612.68                0.00             2955.03
s368           129014.02                    1612.68                0.00             2842.44
s369           129014.02                    1612.68                0.00             3265.33
s370           129014.02                    1612.68                0.00             3466.06
s371           129014.02                    1612.68                0.00             3056.62
s372           129014.02                    1612.68                0.00             3505.10
s373           129014.02                    1612.68                0.00             3691.91
s374           129014.02                    1612.68                0.00             2614.83
s375           129014.02                    1612.68                0.00             2408.88
s376           129014.02                    1612.68                0.00             4552.70
s377           129014.02                    1612.68                0.00             3847.04
s378           129014.02                    1612.68                0.00             3021.95
s379           129014.02                    1612.68                0.00             2600.60
s380           129014.02                    1612.68                0.00             2598.04
s381           129014.02                    1612.68                0.00             1615.59
s382           129014.02                    1612.68                0.00             4346.74
s383           129014.02                    1612.68                0.00             2121.17
s384           129014.02                    1612.68                0.00             4960.92
s385           129014.02                    1612.68                0.00             3457.29
s386           129014.02                    1612.68                0.00             2442.16
s387           129014.02                    1612.68                0.00             3314.15
s388           129014.02                    1612.68                0.00             4276.88
s389           129014.02                    1612.68                0.00             3432.38
s390           129014.02                    1612.68                0.00             4652.09
s391           129014.02                    1612.68                0.00             3111.07
s392           129014.02                    1612.68                0.00             3154.04
s393            99459.05                    1317.13              295.55             1317.13
s394           129014.02                    1612.68                0.00             2136.47
s395           129014.02                    1612.68                0.00             3474.49
s396           129014.02                    1612.68                0.00             2025.20
s397           129014.02                    1612.68                0.00             3377.13
s398           129014.02                    1612.68                0.00             4474.91
s399           129014.02                    1612.68                0.00             2306.50
s400           129014.02                    1612.68                0.00             2098.96
s401           129014.02                    1612.68                0.00             4365.52
s402           129014.02                    1612.68                0.00             3741.04
s403           129014.02                    1612.68                0.00             2648.38
s404           129014.02                    1612.68                0.00             4094.50
s405           129014.02                    1612.68                0.00             1986.02
s406           129014.02                    1612.68                0.00             3606.30
s407           129014.02                    1612.68                0.00             3366.76
s408           129014.02                    1612.68                0.00             2045.87
s409           129014.02                    1612.68                0.00             2632.62
s410           129014.02                    1612.68                0.00             2849.03
s411           129014.02                    1612.68                0.00             2494.79
s412            42050.08                     743.04              869.64              743.04
s413           129014.02                    1612.68                0.00             3120.20
s414           129014.02                    1612.68                0.00             3460.91
s415           129014.02                    1612.68                0.00             3868.88
s416           129014.02                    1612.68                0.00             3639.56
s417           129014.02                    1612.68                0.00             3375.56
s418           129014.02                    1612.68                0.00             3638.73
s419           129014.02                    1612.68                0.00             4999.04
s420            41463.72                     737.17              875.50              737.17
s421           129014.02                    1612.68                0.00             2760.80
s422           129014.02                    1612.68                0.00             1662.55
s423           129014.02                    1612.68                0.00             3469.41
s424           129014.02                    1612.68                0.00             3764.48
s425           129014.02                    1612.68                0.00             3021.03
s426           129014.02                    1612.68                0.00             2291.80
s427           129014.02                    1612.68                0.00             1788.76
s428           129014.02                    1612.68                0.00             2629.79
s429           129014.02                    1612.68                0.00             4474.03
s430           129014.02                    1612.68                0.00             2838.75
s431           129014.02                    1612.68                0.00             2177.73
s432           129014.02                    1612.68                0.00             2708.40
s433           129014.02                    1612.68                0.00             1633.83
s434           129014.02                    1612.68                0.00             3809.33
